suite	lane	repeat	vc_key	declaration	goal_hash	outcome	replay	detail	total_nanos	phases	metrics
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|12800241106604992563	withdrawSessionExcept_correct	12800241106604992563	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	238667668	collect=503542,normalize=2260917,monomorphize=23958,instantiate=184354750,translate=12229459,solve=39273625,replay=21417	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|2592897230707726799	withdrawSessionExcept_correct	2592897230707726799	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	218986208	collect=491041,normalize=1839833,monomorphize=25584,instantiate=164553916,translate=11237417,solve=40824667,replay=13750	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|14833385480787993856	withdrawSessionExcept_correct	14833385480787993856	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	166609667	collect=393375,normalize=1481625,monomorphize=21750,instantiate=120728750,translate=9444459,solve=34526458,replay=13250	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|15214630116673553496	withdrawSessionExcept_correct	15214630116673553496	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	169366750	collect=400542,normalize=1466084,monomorphize=21541,instantiate=121126375,translate=10058458,solve=36279958,replay=13792	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|684110104125275636	withdrawSessionExcept_correct	684110104125275636	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	165674626	collect=389125,normalize=1555584,monomorphize=22708,instantiate=118111792,translate=11208000,solve=34373500,replay=13917	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|10455387604875970312	withdrawSessionNonDet_correct	10455387604875970312	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	52211626	collect=2416625,normalize=1049167,monomorphize=20750,instantiate=11001542,translate=3820958,solve=33888209,replay=14375	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|12346872860079934512	withdrawSessionNonDet_correct	12346872860079934512	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	230855916	collect=511417,normalize=1667833,monomorphize=25417,instantiate=173830333,translate=12041750,solve=42765583,replay=13583	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|9920644537135092340	withdrawSessionNonDet_correct	9920644537135092340	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	283775000	collect=507167,normalize=1926917,monomorphize=26292,instantiate=229081708,translate=14113000,solve=38106083,replay=13833	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|2592897230707726799	withdrawSessionNonDet_correct	2592897230707726799	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	253811167	collect=467667,normalize=1775625,monomorphize=23667,instantiate=205648000,translate=12499500,solve=33382458,replay=14250	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|14833385480787993856	withdrawSessionNonDet_correct	14833385480787993856	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	199888708	collect=393042,normalize=1238000,monomorphize=22250,instantiate=158215667,translate=11090833,solve=28915125,replay=13791	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|5928940248694370277	withdrawSessionNonDet_correct	5928940248694370277	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	208642666	collect=413417,normalize=1547916,monomorphize=28791,instantiate=161610125,translate=11767875,solve=33259333,replay=15209	
cashmere	crush-alethe	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|12566989642252477834	withdrawSessionNonDet_correct	12566989642252477834	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	201707290	collect=390542,normalize=1450541,monomorphize=22250,instantiate=152014958,translate=11102625,solve=36711541,replay=14833	
cashmere	crush-alethe	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean|withdrawSessionAngelic_correct|1587904245978985587	withdrawSessionAngelic_correct	1587904245978985587	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	471368001	collect=1632458,normalize=2554875,monomorphize=116917,instantiate=380508500,translate=46319334,solve=40125584,replay=110333	
cashmere	crush-alethe	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean|withdrawSessionAngelic_correct|12290697138917920290	withdrawSessionAngelic_correct	12290697138917920290	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	557305417	collect=484417,normalize=1736042,monomorphize=23000,instantiate=464871209,translate=48809458,solve=41367708,replay=13583	
cashmere	crush-alethe	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean|withdrawSessionAngelic_correct|6449264834289021715	withdrawSessionAngelic_correct	6449264834289021715	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	455145542	collect=463375,normalize=1599167,monomorphize=21792,instantiate=373068000,translate=39310125,solve=40662708,replay=20375	
cashmere	crush-alethe	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean|withdrawSessionAngelic_correct|7126761714196821540	withdrawSessionAngelic_correct	7126761714196821540	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	440895374	collect=559167,normalize=1610125,monomorphize=27916,instantiate=373278750,translate=34653000,solve=30747583,replay=18833	
cashmere	crush-alethe	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean|withdrawSessionAngelic_correct|2232656262363782188	withdrawSessionAngelic_correct	2232656262363782188	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	231840582	collect=516791,normalize=1567500,monomorphize=25875,instantiate=182230750,translate=16310708,solve=31171375,replay=17583	
cashmere	crush-alethe	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean|withdrawSessionAngelic_correct|15183118018364320695	withdrawSessionAngelic_correct	15183118018364320695	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	233421668	collect=345667,normalize=1153459,monomorphize=23709,instantiate=166017750,translate=16428583,solve=49438167,replay=14333	
cashmere	crush-alethe	1	CaseStudies/Cashmere/CashmereIncorrectnessLogic.lean|withdrawSessionAngelic_correct|12346872860079934512	withdrawSessionAngelic_correct	12346872860079934512	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	412750665	collect=462375,normalize=1371500,monomorphize=23916,instantiate=339044958,translate=33843875,solve=37989875,replay=14166	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdraw_correct|1631738648950044227	withdraw_correct	1631738648950044227	core-reconstructed	certificate-error	core-directed reconstruction succeeded	82631167	collect=796167,pre-reconstruct=5199625,normalize=1719833,monomorphize=121667,instantiate=14397167,translate=14731875,solve=32417875,replay=146708,reconstruct=13100250	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSession_correct|11756138257855701010	withdrawSession_correct	11756138257855701010	core-reconstructed	certificate-error	core-directed reconstruction succeeded	303402251	collect=209541,pre-reconstruct=25944875,normalize=1096292,monomorphize=19542,instantiate=186327958,translate=12366250,solve=44750584,replay=13792,reconstruct=32673417	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSession_correct|14833385480787993856	withdrawSession_correct	14833385480787993856	selected-fact	not-attempted	closed from a selected Lean fact	171458	collect=171458	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSession_correct|15214630116673553496	withdrawSession_correct	15214630116673553496	core-reconstructed	certificate-error	core-directed reconstruction succeeded	157821209	collect=138292,pre-reconstruct=2285209,normalize=951667,monomorphize=19250,instantiate=96340500,translate=9145958,solve=29102083,replay=15708,reconstruct=19822542	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionTot_correct|11756138257855701010	withdrawSessionTot_correct	11756138257855701010	core-reconstructed	certificate-error	core-directed reconstruction succeeded	490363332	collect=193791,pre-reconstruct=25660666,normalize=1105958,monomorphize=21417,instantiate=187552583,translate=12434792,solve=33261500,replay=16625,reconstruct=230116000	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionTot_correct|2592897230707726799	withdrawSessionTot_correct	2592897230707726799	pre-reconstructed	not-attempted	closed before SMT translation	956459	collect=175167,pre-reconstruct=781292	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionTot_correct|14833385480787993856	withdrawSessionTot_correct	14833385480787993856	selected-fact	not-attempted	closed from a selected Lean fact	122458	collect=122458	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionTot_correct|15214630116673553496	withdrawSessionTot_correct	15214630116673553496	core-reconstructed	certificate-error	core-directed reconstruction succeeded	165499919	collect=132459,pre-reconstruct=2262458,normalize=937250,monomorphize=18583,instantiate=101166834,translate=9371500,solve=30384792,replay=15834,reconstruct=21210209	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|12346872860079934512	withdrawSessionExcept_correct	12346872860079934512	core-reconstructed	certificate-error	core-directed reconstruction succeeded	621850752	collect=1381000,pre-reconstruct=674875,normalize=1739917,monomorphize=22042,instantiate=129968959,translate=12437959,solve=32417500,replay=14000,reconstruct=443194500	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|11756138257855701010	withdrawSessionExcept_correct	11756138257855701010	core-reconstructed	certificate-error	core-directed reconstruction succeeded	246083417	collect=246458,pre-reconstruct=27637875,normalize=1850917,monomorphize=21292,instantiate=146886750,translate=11107792,solve=32212583,replay=16083,reconstruct=26103667	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|12800241106604992563	withdrawSessionExcept_correct	12800241106604992563	core-reconstructed	certificate-error	core-directed reconstruction succeeded	213789834	collect=241417,pre-reconstruct=625917,normalize=1952542,monomorphize=21083,instantiate=147229750,translate=10767084,solve=30417208,replay=15916,reconstruct=22518917	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|2592897230707726799	withdrawSessionExcept_correct	2592897230707726799	pre-reconstructed	not-attempted	closed before SMT translation	1081542	collect=227333,pre-reconstruct=854209	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|14833385480787993856	withdrawSessionExcept_correct	14833385480787993856	selected-fact	not-attempted	closed from a selected Lean fact	161750	collect=161750	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|15214630116673553496	withdrawSessionExcept_correct	15214630116673553496	core-reconstructed	certificate-error	core-directed reconstruction succeeded	162133793	collect=157917,pre-reconstruct=2333500,normalize=1542458,monomorphize=19834,instantiate=98985542,translate=9621500,solve=29984417,replay=15875,reconstruct=19472750	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionExcept_correct|684110104125275636	withdrawSessionExcept_correct	684110104125275636	core-reconstructed	certificate-error	core-directed reconstruction succeeded	155114375	collect=221833,pre-reconstruct=622625,normalize=1407583,monomorphize=19625,instantiate=96286209,translate=9218125,solve=30064042,replay=15166,reconstruct=17259167	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|10455387604875970312	withdrawSessionNonDet_correct	10455387604875970312	pre-reconstructed	not-attempted	closed before SMT translation	1327081417	collect=1292333,pre-reconstruct=1325789084	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|12346872860079934512	withdrawSessionNonDet_correct	12346872860079934512	core-reconstructed	certificate-error	core-directed reconstruction succeeded	221844250	collect=410125,pre-reconstruct=540250,normalize=1584250,monomorphize=20542,instantiate=148603667,translate=10825291,solve=31866625,replay=14875,reconstruct=27978625	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|9920644537135092340	withdrawSessionNonDet_correct	9920644537135092340	core-reconstructed	certificate-error	core-directed reconstruction succeeded	284456751	collect=251875,pre-reconstruct=26314542,normalize=1760167,monomorphize=22041,instantiate=185294375,translate=12746167,solve=32008542,replay=17500,reconstruct=26041542	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|2592897230707726799	withdrawSessionNonDet_correct	2592897230707726799	pre-reconstructed	not-attempted	closed before SMT translation	1089250	collect=232750,pre-reconstruct=856500	
cashmere	crush-portfolio	1	CaseStudies/Cashmere/Cashmere.lean|withdrawSessionNonDet_correct|14833385480787993856	withdrawSessionNonDet_correct	14833385480787993856	selected-fact	not-attempted	closed from a selected Lean fact	161584	collect=161584	
